# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       2.027177353185e-04       4.931967500000e+03       8.171982213768e+01       1.081896965585e+00       1.024581297024e+01      1.133220703743e-207      1.161076738455e-206       1.344480181096e+04       2.725500307156e+00       2.015224278261e-09       2.686965835525e-09       2.264155926550e+03 
       2.026972928763e-04       4.932465000000e+03       8.171253368835e+01       1.081897195054e+00       1.024788187097e+01      1.051670792508e-207      1.077739804876e-206       1.344615774734e+04       2.725500306021e+00       2.015427731584e-09       2.687237106343e-09       2.264698677219e+03 
       2.026768545566e-04       4.932962500000e+03       8.170524655856e+01       1.081897425528e+00       1.024995099053e+01      9.759879351988e-208      1.000382850313e-206       1.344751368373e+04       2.725500309189e+00       2.015631185887e-09       2.687508379529e-09       2.265241493934e+03 
       2.026564203581e-04       4.933460000000e+03       8.169796074795e+01       1.081897657012e+00       1.025202032896e+01      9.057501399945e-208      9.285768848185e-207       1.344886962011e+04       2.725500307698e+00       2.015834641174e-09       2.687779652879e-09       2.265784376693e+03 
       2.026359902796e-04       4.933957500000e+03       8.169067625614e+01       1.081897889511e+00       1.025408988632e+01      8.405657592320e-208      8.619236850528e-207       1.345022555650e+04       2.725500310451e+00       2.016038097450e-09       2.688050928593e-09       2.266327325500e+03 
       2.026155643198e-04       4.934455000000e+03       8.168339308277e+01       1.081898123028e+00       1.025615966264e+01      7.800713080198e-208      8.000535883299e-207       1.345158149288e+04       2.725500312950e+00       2.016241554719e-09       2.688322205568e-09       2.266870340355e+03 
       2.025951424776e-04       4.934952500000e+03       8.167611122749e+01       1.081898357568e+00       1.025822965798e+01      7.239294396284e-208      7.426234447880e-207       1.345293742927e+04       2.725500310695e+00       2.016445012984e-09       2.688593482701e-09       2.267413421260e+03 
       2.025747247516e-04       4.935450000000e+03       8.166883068993e+01       1.081898593134e+00       1.026029987237e+01      6.718270663836e-208      6.893147163473e-207       1.345429336565e+04       2.725500312592e+00       2.016648472251e-09       2.688864762192e-09       2.267956568215e+03 
       2.025543111406e-04       4.935947500000e+03       8.166155146972e+01       1.081898829732e+00       1.026237030587e+01      6.234736156175e-208      6.398317119409e-207       1.345564930204e+04       2.725500314141e+00       2.016851932523e-09       2.689136042938e-09       2.268499781222e+03 
       2.025339016435e-04       4.936445000000e+03       8.165427356651e+01       1.081899067366e+00       1.026444095853e+01      5.785994109730e-208      5.938999492571e-207       1.345700523842e+04       2.725500315312e+00       2.017055393805e-09       2.689407324937e-09       2.269043060282e+03 
       2.025134962588e-04       4.936942500000e+03       8.164699697994e+01       1.081899306039e+00       1.026651183038e+01      5.369541700527e-208      5.512646339218e-207       1.345836117480e+04       2.725500316073e+00       2.017258856100e-09       2.689678608187e-09       2.269586405396e+03 
       2.024930949855e-04       4.937440000000e+03       8.163972170964e+01       1.081899545756e+00       1.026858292148e+01      4.983056100531e-208      5.116892477067e-207       1.345971711119e+04       2.725500316393e+00       2.017462319415e-09       2.689949892686e-09       2.270129816566e+03 
       2.024726978222e-04       4.937937500000e+03       8.163244775525e+01       1.081899786522e+00       1.027065423187e+01      4.624381536205e-208      4.749542379460e-207       1.346107304757e+04       2.725500316242e+00       2.017665783752e-09       2.690221178432e-09       2.270673293793e+03 
       2.024523047677e-04       4.938435000000e+03       8.162517511641e+01       1.081900028340e+00       1.027272576160e+01      4.291517277333e-208      4.408558009122e-207       1.346242898396e+04       2.725500320060e+00       2.017869249116e-09       2.690492466527e-09       2.271216837078e+03 
       2.024319158207e-04       4.938932500000e+03       8.161790379275e+01       1.081900271216e+00       1.027479751072e+01      3.982606489215e-208      4.092047524158e-207       1.346378492034e+04       2.725500318872e+00       2.018072715511e-09       2.690763754763e-09       2.271760446422e+03 
       2.024115309801e-04       4.939430000000e+03       8.161063378392e+01       1.081900515153e+00       1.027686947928e+01      3.695925886158e-208      3.798254793715e-207       1.346514085673e+04       2.725500321591e+00       2.018276182942e-09       2.691035045343e-09       2.272304121827e+03 
       2.023911502446e-04       4.939927500000e+03       8.160336508956e+01       1.081900760157e+00       1.027894166733e+01      3.429876128724e-208      3.525549665332e-207       1.346649679311e+04       2.725500323715e+00       2.018479651414e-09       2.691306337164e-09       2.272847863294e+03 
       2.023707736129e-04       4.940425000000e+03       8.159609770930e+01       1.081901006231e+00       1.028101407491e+01      3.182972911296e-208      3.272418930108e-207       1.346785272950e+04       2.725500325211e+00       2.018683120930e-09       2.691577630223e-09       2.273391670823e+03 
       2.023504010838e-04       4.940922500000e+03       8.158883164278e+01       1.081901253379e+00       1.028308670207e+01      2.953838690320e-208      3.037457935648e-207       1.346920866588e+04       2.725500326049e+00       2.018886591495e-09       2.691848924519e-09       2.273935544418e+03 
       2.023300326561e-04       4.941420000000e+03       8.158156688964e+01       1.081901501607e+00       1.028515954886e+01      2.741195007199e-208      2.819362800357e-207       1.347056460227e+04       2.725500326197e+00       2.019090063114e-09       2.692120220048e-09       2.274479484077e+03 
       2.023096683285e-04       4.941917500000e+03       8.157430344953e+01       1.081901750919e+00       1.028723261533e+01      2.543855363095e-208      2.616923185990e-207       1.347192053865e+04       2.725500325624e+00       2.019293535791e-09       2.692391516811e-09       2.275023489804e+03 
       2.022893080998e-04       4.942415000000e+03       8.156704132207e+01       1.081902001319e+00       1.028930590152e+01      2.360718605961e-208      2.429015588415e-207       1.347327647503e+04       2.725500328775e+00       2.019497009531e-09       2.692662815910e-09       2.275567561599e+03 
       2.022689519687e-04       4.942912500000e+03       8.155978050692e+01       1.081902252812e+00       1.029137940750e+01      2.190762793020e-208      2.254597109480e-207       1.347463241142e+04       2.725500326667e+00       2.019700484337e-09       2.692934115133e-09       2.276111699463e+03 
       2.022485999341e-04       4.943410000000e+03       8.155252100371e+01       1.081902505402e+00       1.029345313331e+01      2.033039494467e-208      2.092699675445e-207       1.347598834780e+04       2.725500328221e+00       2.019903960216e-09       2.693205416689e-09       2.276655903398e+03 
       2.022282519946e-04       4.943907500000e+03       8.154526281207e+01       1.081902759094e+00       1.029552707899e+01      1.886668506713e-208      1.942424669993e-207       1.347734428419e+04       2.725500328929e+00       2.020107437170e-09       2.693476719472e-09       2.277200173405e+03 
       2.022079081491e-04       4.944405000000e+03       8.153800593166e+01       1.081903013893e+00       1.029760124460e+01      1.750832945741e-208      1.802937952114e-207       1.347870022057e+04       2.725500328759e+00       2.020310915205e-09       2.693748023478e-09       2.277744509485e+03 
       2.021875683963e-04       4.944902500000e+03       8.153075036211e+01       1.081903269802e+00       1.029967563018e+01      1.624774693247e-208      1.673465231257e-207       1.348005615696e+04       2.725500332161e+00       2.020514394326e-09       2.694019329814e-09       2.278288911639e+03 
       2.021672327349e-04       4.945400000000e+03       8.152349610306e+01       1.081903526827e+00       1.030175023579e+01      1.507790170192e-208      1.553287774130e-207       1.348141209334e+04       2.725500334622e+00       2.020717874536e-09       2.694290637372e-09       2.278833379869e+03 
       2.021469011638e-04       4.945897500000e+03       8.151624315415e+01       1.081903784973e+00       1.030382506149e+01      1.399226414253e-208      1.441738419388e-207       1.348276802972e+04       2.725500331633e+00       2.020921355842e-09       2.694561945041e-09       2.279377914177e+03 
       2.021265736817e-04       4.946395000000e+03       8.150899151502e+01       1.081904044243e+00       1.030590010731e+01      1.298477439318e-208      1.338197878120e-207       1.348412396611e+04       2.725500332122e+00       2.021124838246e-09       2.694833255036e-09       2.279922514563e+03 
       2.021062502874e-04       4.946892500000e+03       8.150174118531e+01       1.081904304643e+00       1.030797537331e+01      1.204980856741e-208      1.242091299660e-207       1.348547990249e+04       2.725500336059e+00       2.021328321754e-09       2.695104567355e-09       2.280467181028e+03 
       2.020859309796e-04       4.947390000000e+03       8.149449216467e+01       1.081904566178e+00       1.031005085954e+01      1.118214739553e-208      1.152885083668e-207       1.348683583888e+04       2.725500334449e+00       2.021531806371e-09       2.695375879782e-09       2.281011913574e+03 
       2.020656157571e-04       4.947887500000e+03       8.148724445272e+01       1.081904828851e+00       1.031212656606e+01      1.037694712150e-208      1.070083920862e-207       1.348819177526e+04       2.725500336224e+00       2.021735292101e-09       2.695647194529e-09       2.281556712203e+03 
       2.020453046187e-04       4.948385000000e+03       8.147999804913e+01       1.081905092668e+00       1.031420249290e+01      9.629712492655e-209      9.932280459770e-208       1.348954771164e+04       2.725500332388e+00       2.021938778950e-09       2.695918509380e-09       2.282101576915e+03 
       2.020249975631e-04       4.948882500000e+03       8.147275295352e+01       1.081905357633e+00       1.031627864014e+01      8.936271691750e-209      9.218906877609e-208       1.349090364803e+04       2.725500327392e+00       2.022142266921e-09       2.696189825441e-09       2.282646507712e+03 
       2.020046945891e-04       4.949380000000e+03       8.146550916554e+01       1.081905623751e+00       1.031835500781e+01      8.292753071669e-209      8.556757018562e-208       1.349225958441e+04       2.725500325688e+00       2.022345756019e-09       2.696461143819e-09       2.283191504595e+03 
       2.019843956955e-04       4.949877500000e+03       8.145826668482e+01       1.081905891027e+00       1.032043159598e+01      7.695563563228e-209      7.942153734678e-208       1.349361552080e+04       2.725500318276e+00       2.022549246250e-09       2.696732462295e-09       2.283736567565e+03 
       2.019641008811e-04       4.950375000000e+03       8.145102551102e+01       1.081906159466e+00       1.032250840468e+01      7.141368635761e-209      7.371683776359e-208       1.349497145718e+04       2.725500314094e+00       2.022752737618e-09       2.697003783085e-09       2.284281696624e+03 
       2.019438101445e-04       4.950872500000e+03       8.144378564377e+01       1.081906429072e+00       1.032458543399e+01      6.627073698899e-209      6.842178858160e-208       1.349632739356e+04       2.725500308625e+00       2.022956230128e-09       2.697275105080e-09       2.284826891773e+03 
       2.019235234847e-04       4.951370000000e+03       8.143654708271e+01       1.081906699851e+00       1.032666268394e+01      6.149806841813e-209      6.350698082676e-208       1.349768332995e+04       2.725500301839e+00       2.023159723785e-09       2.697546428277e-09       2.285372153014e+03 
       2.019032409003e-04       4.951867500000e+03       8.142930982749e+01       1.081906971807e+00       1.032874015459e+01      5.706902813844e-209      5.894511625168e-208       1.349903926633e+04       2.725500298189e+00       2.023363218593e-09       2.697817753786e-09       2.285917480347e+03 
       2.018829623902e-04       4.952365000000e+03       8.142207387775e+01       1.081907244945e+00       1.033081784599e+01      5.295888157269e-209      5.471085588550e-208       1.350039520272e+04       2.725500293158e+00       2.023566714558e-09       2.698089080495e-09       2.286462873774e+03 
       2.018626879531e-04       4.952862500000e+03       8.141483923313e+01       1.081907519269e+00       1.033289575821e+01      4.914467409357e-209      5.078067944801e-208       1.350175113910e+04       2.725500291201e+00       2.023770211684e-09       2.698360409513e-09       2.287008333296e+03 
       2.018424175877e-04       4.953360000000e+03       8.140760589327e+01       1.081907794786e+00       1.033497389129e+01      4.560510296807e-209      4.713275484845e-208       1.350310707548e+04       2.725500287802e+00       2.023973709977e-09       2.698631739729e-09       2.287553858915e+03 
       2.018221512929e-04       4.953857500000e+03       8.140037385782e+01       1.081908071499e+00       1.033705224528e+01      4.232039851226e-209      4.374681704624e-208       1.350446301187e+04       2.725500282927e+00       2.024177209441e-09       2.698903071141e-09       2.288099450631e+03 
       2.018018890675e-04       4.954355000000e+03       8.139314312642e+01       1.081908349414e+00       1.033913082025e+01      3.927221379419e-209      4.060405560188e-208       1.350581894825e+04       2.725500281034e+00       2.024380710081e-09       2.699174404859e-09       2.288645108447e+03 
       2.017816309101e-04       4.954852500000e+03       8.138591369870e+01       1.081908628535e+00       1.034120961624e+01      3.644352227032e-209      3.768701029513e-208       1.350717488463e+04       2.725500277603e+00       2.024584211902e-09       2.699445739771e-09       2.289190832364e+03 
       2.017613768196e-04       4.955350000000e+03       8.137868557432e+01       1.081908908868e+00       1.034328863330e+01      3.381852278453e-209      3.497947423124e-208       1.350853082102e+04       2.725500272601e+00       2.024787714909e-09       2.699717075876e-09       2.289736622382e+03 
       2.017411267948e-04       4.955847500000e+03       8.137145875292e+01       1.081909190418e+00       1.034536787151e+01      3.138255140066e-209      3.246640389863e-208       1.350988675740e+04       2.725500270488e+00       2.024991219108e-09       2.699988414285e-09       2.290282478504e+03 
       2.017208808344e-04       4.956345000000e+03       8.136423323413e+01       1.081909473189e+00       1.034744733090e+01      2.912199957712e-209      3.013383567948e-208       1.351124269378e+04       2.725500266742e+00       2.025194724503e-09       2.700259753883e-09       2.290828400730e+03 
       2.017006389372e-04       4.956842500000e+03       8.135700901762e+01       1.081909757186e+00       1.034952701154e+01      2.702423822766e-209      2.796880835035e-208       1.351259863017e+04       2.725500261329e+00       2.025398231099e-09       2.700531094671e-09       2.291374389062e+03 
       2.016804011020e-04       4.957340000000e+03       8.134978610300e+01       1.081910042416e+00       1.035160691348e+01      2.507754724466e-209      2.595929114309e-208       1.351395456655e+04       2.725500258712e+00       2.025601738901e-09       2.700802437759e-09       2.291920443501e+03 
       2.016601673275e-04       4.957837500000e+03       8.134256448994e+01       1.081910328882e+00       1.035368703677e+01      2.327105009234e-209      2.409411696732e-208       1.351531050293e+04       2.725500258860e+00       2.025805247915e-09       2.701073783147e-09       2.292466564049e+03 
       2.016399376126e-04       4.958335000000e+03       8.133534417807e+01       1.081910616590e+00       1.035576738148e+01      2.159465310518e-209      2.236292042410e-208       1.351666643932e+04       2.725500257248e+00       2.026008758146e-09       2.701345129722e-09       2.293012750707e+03 
       2.016197119560e-04       4.958832500000e+03       8.132812516704e+01       1.081910905545e+00       1.035784794766e+01      2.003898915321e-209      2.075608026737e-208       1.351802237570e+04       2.725500253844e+00       2.026212269598e-09       2.701616477481e-09       2.293559003476e+03 
       2.015994903565e-04       4.959330000000e+03       8.132090745649e+01       1.081911195751e+00       1.035992873536e+01      1.859536535994e-209      1.926466599369e-208       1.351937831208e+04       2.725500248615e+00       2.026415782277e-09       2.701887826424e-09       2.294105322358e+03 
       2.015792728129e-04       4.959827500000e+03       8.131369104607e+01       1.081911487216e+00       1.036200974464e+01      1.725571458153e-209      1.788038826445e-208       1.352073424847e+04       2.725500246026e+00       2.026619296188e-09       2.702159177663e-09       2.294651707353e+03 
       2.015590593239e-04       4.960325000000e+03       8.130647593542e+01       1.081911779942e+00       1.036409097556e+01      1.601255037677e-209      1.659555288556e-208       1.352209018485e+04       2.725500246045e+00       2.026822811337e-09       2.702430531199e-09       2.295198158464e+03 
       2.015388498883e-04       4.960822500000e+03       8.129926212418e+01       1.081912073936e+00       1.036617242818e+01      1.485892521683e-209      1.540301808951e-208       1.352344612123e+04       2.725500244145e+00       2.027026327728e-09       2.702701885915e-09       2.295744675692e+03 
       2.015186445050e-04       4.961320000000e+03       8.129204961200e+01       1.081912369203e+00       1.036825410255e+01      1.378839170158e-209      1.429615488275e-208       1.352480205762e+04       2.725500240294e+00       2.027229845367e-09       2.702973241811e-09       2.296291259037e+03 
       2.014984431727e-04       4.961817500000e+03       8.128483839853e+01       1.081912665748e+00       1.037033599873e+01      1.279496656638e-209      1.326881023859e-208       1.352615799400e+04       2.725500238957e+00       2.027433364258e-09       2.703244600001e-09       2.296837908502e+03 
       2.014782458901e-04       4.962315000000e+03       8.127762848341e+01       1.081912963577e+00       1.037241811679e+01      1.187309727852e-209      1.231527293140e-208       1.352751393038e+04       2.725500240103e+00       2.027636884408e-09       2.703515960484e-09       2.297384624088e+03 
       2.014580526561e-04       4.962812500000e+03       8.127041986627e+01       1.081913262693e+00       1.037450045676e+01      1.101763103713e-209      1.143024182271e-208       1.352886986677e+04       2.725500239204e+00       2.027840405821e-09       2.703787322145e-09       2.297931405796e+03 
       2.014378634694e-04       4.963310000000e+03       8.126321254678e+01       1.081913563104e+00       1.037658301873e+01      1.022378600355e-209      1.060879642316e-208       1.353022580315e+04       2.725500236225e+00       2.028043928504e-09       2.704058684982e-09       2.298478253628e+03 
       2.014176783289e-04       4.963807500000e+03       8.125600652457e+01       1.081913864814e+00       1.037866580274e+01      9.487124601741e-210      9.846369567039e-209       1.353158173953e+04       2.725500235636e+00       2.028247452460e-09       2.704330050111e-09       2.299025167584e+03 
       2.013974972333e-04       4.964305000000e+03       8.124880179929e+01       1.081914167828e+00       1.038074880885e+01      8.803528739890e-210      9.138722048027e-209       1.353293767592e+04       2.725500232904e+00       2.028450977697e-09       2.704601416414e-09       2.299572147667e+03 
       2.013773201814e-04       4.964802500000e+03       8.124159837058e+01       1.081914472152e+00       1.038283203712e+01      8.169176815049e-210      8.481919075221e-209       1.353429361230e+04       2.725500232497e+00       2.028654504218e-09       2.704872785007e-09       2.300119193877e+03 
       2.013571471719e-04       4.965300000000e+03       8.123439623810e+01       1.081914777792e+00       1.038491548762e+01      7.580522372437e-210      7.872308418974e-209       1.353564954868e+04       2.725500229884e+00       2.028858032029e-09       2.705144154773e-09       2.300666306216e+03 
       2.013369782038e-04       4.965797500000e+03       8.122719540147e+01       1.081915084752e+00       1.038699916039e+01      7.034274300395e-210      7.306500125218e-209       1.353700548507e+04       2.725500229534e+00       2.029061561137e-09       2.705415526828e-09       2.301213484686e+03 
       2.013168132756e-04       4.966295000000e+03       8.121999586036e+01       1.081915393038e+00       1.038908305551e+01      6.527378450563e-210      6.781347685764e-209       1.353836142145e+04       2.725500231416e+00       2.029265091545e-09       2.705686901173e-09       2.301760729287e+03 
       2.012966523863e-04       4.966792500000e+03       8.121279761441e+01       1.081915702656e+00       1.039116717303e+01      6.057000580722e-210      6.293930560141e-209       1.353971735783e+04       2.725500230997e+00       2.029468623261e-09       2.705958276688e-09       2.302308040022e+03 
       2.012764955347e-04       4.967290000000e+03       8.120560066326e+01       1.081916013610e+00       1.039325151301e+01      5.620510525073e-210      5.841537951858e-209       1.354107329421e+04       2.725500228242e+00       2.029672156288e-09       2.706229653374e-09       2.302855416891e+03 
       2.012563427194e-04       4.967787500000e+03       8.119840500656e+01       1.081916325907e+00       1.039533607551e+01      5.215467503727e-210      5.421653749212e-209       1.354242923060e+04       2.725500227625e+00       2.029875690634e-09       2.706501032347e-09       2.303402859896e+03 
       2.012361939394e-04       4.968285000000e+03       8.119121064396e+01       1.081916639552e+00       1.039742086059e+01      4.839606489420e-210      5.031942547014e-209       1.354378516698e+04       2.725500229113e+00       2.030079226303e-09       2.706772413607e-09       2.303950369039e+03 
       2.012160491933e-04       4.968782500000e+03       8.118401757510e+01       1.081916954551e+00       1.039950586831e+01      4.490825555413e-210      4.670236671710e-209       1.354514110336e+04       2.725500228170e+00       2.030282763300e-09       2.707043796036e-09       2.304497944320e+03 
       2.011959084800e-04       4.969280000000e+03       8.117682579963e+01       1.081917270908e+00       1.040159109875e+01      4.167174133939e-210      4.334524137851e-209       1.354649703975e+04       2.725500229269e+00       2.030486301632e-09       2.707315180750e-09       2.305045585742e+03 
       2.011757717983e-04       4.969777500000e+03       8.116963531719e+01       1.081917588630e+00       1.040367655194e+01      3.866842119718e-210      4.022937469098e-209       1.354785297613e+04       2.725500227873e+00       2.030689841305e-09       2.707586566632e-09       2.305593293305e+03 
       2.011556391469e-04       4.970275000000e+03       8.116244612744e+01       1.081917907722e+00       1.040576222797e+01      3.588149757707e-210      3.733743321705e-209       1.354920891251e+04       2.725500228456e+00       2.030893382322e-09       2.707857954800e-09       2.306141067011e+03 
       2.011355105247e-04       4.970772500000e+03       8.115525823001e+01       1.081918228190e+00       1.040784812689e+01      3.329538258695e-210      3.465332852916e-209       1.355056484889e+04       2.725500226480e+00       2.031096924692e-09       2.708129344134e-09       2.306688906862e+03 
       2.011153859304e-04       4.971270000000e+03       8.114807162457e+01       1.081918550039e+00       1.040993424876e+01      3.089561090309e-210      3.216212780763e-209       1.355192078528e+04       2.725500226419e+00       2.031300468418e-09       2.708400735753e-09       2.307236812858e+03 
       2.010952653628e-04       4.971767500000e+03       8.114088631074e+01       1.081918873275e+00       1.041202059364e+01      2.866875894859e-210      2.984997085669e-209       1.355327672166e+04       2.725500228242e+00       2.031504013507e-09       2.708672129657e-09       2.307784785002e+03 
       2.010751488207e-04       4.972265000000e+03       8.113370228819e+01       1.081919197904e+00       1.041410716160e+01      2.660236988945e-210      2.770399307813e-209       1.355463265804e+04       2.725500227409e+00       2.031707559964e-09       2.708943524725e-09       2.308332823295e+03 
       2.010550363030e-04       4.972762500000e+03       8.112651955656e+01       1.081919523932e+00       1.041619395271e+01      2.468488402934e-210      2.571225397496e-209       1.355598859442e+04       2.725500228396e+00       2.031911107796e-09       2.709214922078e-09       2.308880927737e+03 
       2.010349278084e-04       4.973260000000e+03       8.111933811549e+01       1.081919851363e+00       1.041828096701e+01      2.290557421463e-210      2.386367078788e-209       1.355734453081e+04       2.725500226661e+00       2.032114657007e-09       2.709486320595e-09       2.309429098331e+03 
       2.010148233356e-04       4.973757500000e+03       8.111215796464e+01       1.081920180205e+00       1.042036820459e+01      2.125448588920e-210      2.214795689648e-209       1.355870046719e+04       2.725500226683e+00       2.032318207604e-09       2.709757721396e-09       2.309977335078e+03 
       2.009947228836e-04       4.974255000000e+03       8.110497910365e+01       1.081920510462e+00       1.042245566550e+01      1.972238146427e-210      2.055556464294e-209       1.356005640357e+04       2.725500228431e+00       2.032521759593e-09       2.710029124481e-09       2.310525637980e+03 
       2.009746264510e-04       4.974752500000e+03       8.109780153216e+01       1.081920842140e+00       1.042454334980e+01      1.830068869293e-210      1.907763226106e-209       1.356141233995e+04       2.725500231872e+00       2.032725312979e-09       2.710300529850e-09       2.311074007037e+03 
       2.009545340367e-04       4.975250000000e+03       8.109062524984e+01       1.081921175246e+00       1.042663125756e+01      1.698145276084e-210      1.770593461550e-209       1.356276827634e+04       2.725500232463e+00       2.032928867769e-09       2.710571936382e-09       2.311622442252e+03 
       2.009344456394e-04       4.975747500000e+03       8.108345025633e+01       1.081921509785e+00       1.042871938885e+01      1.575729182590e-210      1.643283747805e-209       1.356412421272e+04       2.725500230171e+00       2.033132423967e-09       2.710843344076e-09       2.312170943625e+03 
       2.009143612581e-04       4.976245000000e+03       8.107627655126e+01       1.081921845762e+00       1.043080774373e+01      1.462135575855e-210      1.525125508702e-209       1.356548014910e+04       2.725500229476e+00       2.033335981581e-09       2.711114754054e-09       2.312719511159e+03 
       2.008942808914e-04       4.976742500000e+03       8.106910413431e+01       1.081922183185e+00       1.043289632226e+01      1.356728785254e-210      1.415461075399e-209       1.356683608548e+04       2.725500230345e+00       2.033539540615e-09       2.711386166315e-09       2.313268144854e+03 
       2.008742045382e-04       4.977240000000e+03       8.106193300510e+01       1.081922522058e+00       1.043498512452e+01      1.258918929216e-210      1.313680029934e-209       1.356819202186e+04       2.725500232749e+00       2.033743101076e-09       2.711657580860e-09       2.313816844713e+03 
       2.008541321972e-04       4.977737500000e+03       8.105476316330e+01       1.081922862387e+00       1.043707415056e+01      1.168158617766e-210      1.219215811324e-209       1.356954795825e+04       2.725500232140e+00       2.033946662971e-09       2.711928996567e-09       2.314365610735e+03 
       2.008340638672e-04       4.978235000000e+03       8.104759460854e+01       1.081923204180e+00       1.043916340045e+01      1.083939892470e-210      1.131542565377e-209       1.357090389463e+04       2.725500233000e+00       2.034150226304e-09       2.712200414557e-09       2.314914442924e+03 
       2.008139995472e-04       4.978732500000e+03       8.104042734049e+01       1.081923547440e+00       1.044125287426e+01      1.005791386698e-210      1.050172220727e-209       1.357225983101e+04       2.725500235298e+00       2.034353791082e-09       2.712471834832e-09       2.315463341281e+03 
       2.007939392357e-04       4.979230000000e+03       8.103326135878e+01       1.081923892176e+00       1.044334257206e+01      9.332756903349e-211      9.746517748340e-210       1.357361576739e+04       2.725500239003e+00       2.034557357310e-09       2.712743257392e-09       2.316012305806e+03 
       2.007738829318e-04       4.979727500000e+03       8.102609666307e+01       1.081924238391e+00       1.044543249390e+01      8.659869042321e-211      9.045607748761e-210       1.357497170378e+04       2.725500239564e+00       2.034760924996e-09       2.713014681112e-09       2.316561336502e+03 
       2.007538306340e-04       4.980225000000e+03       8.101893325300e+01       1.081924586094e+00       1.044752263987e+01      8.035483707462e-211      8.395089795601e-210       1.357632764016e+04       2.725500236949e+00       2.034964494145e-09       2.713286105992e-09       2.317110433370e+03 
       2.007337823413e-04       4.980722500000e+03       8.101177112824e+01       1.081924935288e+00       1.044961301002e+01      7.456105676835e-211      7.791341888474e-210       1.357768357654e+04       2.725500240160e+00       2.035168064763e-09       2.713557534282e-09       2.317659596410e+03 
       2.007137380525e-04       4.981220000000e+03       8.100461028842e+01       1.081925285982e+00       1.045170360442e+01      6.918491538913e-211      7.231002295444e-210       1.357903951292e+04       2.725500240131e+00       2.035371636857e-09       2.713828963732e-09       2.318208825626e+03 
       2.006936977663e-04       4.981717500000e+03       8.099745073319e+01       1.081925638180e+00       1.045379442315e+01      6.419631555765e-211      6.710950855634e-210       1.358039544930e+04       2.725500241346e+00       2.035575210431e-09       2.714100395467e-09       2.318758121018e+03 
       2.006736614816e-04       4.982215000000e+03       8.099029246221e+01       1.081925991889e+00       1.045588546627e+01      5.956732832232e-211      6.228291624696e-210       1.358175138569e+04       2.725500243774e+00       2.035778785494e-09       2.714371829488e-09       2.319307482588e+03 
       2.006536291971e-04       4.982712500000e+03       8.098313547513e+01       1.081926347116e+00       1.045797673384e+01      5.527203697079e-211      5.780336766724e-210       1.358310732207e+04       2.725500242864e+00       2.035982362051e-09       2.714643264669e-09       2.319856910338e+03 
       2.006336009117e-04       4.983210000000e+03       8.097597977159e+01       1.081926703865e+00       1.046006822594e+01      5.128639208843e-211      5.364591603072e-210       1.358446325845e+04       2.725500247622e+00       2.036185940107e-09       2.714914703262e-09       2.320406404268e+03 
       2.006135766241e-04       4.983707500000e+03       8.096882535125e+01       1.081927062144e+00       1.046215994263e+01      4.758807705388e-211      4.978740735001e-210       1.358581919483e+04       2.725500248975e+00       2.036389519670e-09       2.715186143016e-09       2.320955964380e+03 
       2.005935563332e-04       4.984205000000e+03       8.096167221375e+01       1.081927421959e+00       1.046425188399e+01      4.415638322103e-211      4.620635163110e-210       1.358717513121e+04       2.725500246891e+00       2.036593100746e-09       2.715457583931e-09       2.321505590677e+03 
       2.005735400377e-04       4.984702500000e+03       8.095452035876e+01       1.081927783315e+00       1.046634405009e+01      4.097209408961e-211      4.288280331944e-210       1.358853106759e+04       2.725500250379e+00       2.036796683341e-09       2.715729028259e-09       2.322055283158e+03 
       2.005535277366e-04       4.985200000000e+03       8.094736978591e+01       1.081928146220e+00       1.046843644099e+01      3.801737781744e-211      3.979825033347e-210       1.358988700398e+04       2.725500250364e+00       2.037000267461e-09       2.716000473749e-09       2.322605041826e+03 
       2.005335194284e-04       4.985697500000e+03       8.094022049486e+01       1.081928510679e+00       1.047052905676e+01      3.527568747349e-211      3.693551106882e-210       1.359124294036e+04       2.725500251336e+00       2.037203853113e-09       2.716271921526e-09       2.323154866683e+03 
       2.005135151122e-04       4.986195000000e+03       8.093307248526e+01       1.081928876699e+00       1.047262189747e+01      3.273166847479e-211      3.427863880099e-210       1.359259887674e+04       2.725500253263e+00       2.037407440302e-09       2.716543371592e-09       2.323704757729e+03 
       2.004935147866e-04       4.986692500000e+03       8.092592575677e+01       1.081929244286e+00       1.047471496321e+01      3.037107268963e-211      3.181283295507e-210       1.359395481312e+04       2.725500256112e+00       2.037611029037e-09       2.716814823948e-09       2.324254714967e+03 
       2.004735184506e-04       4.987190000000e+03       8.091878030902e+01       1.081929613446e+00       1.047680825402e+01      2.818067872729e-211      2.952435674941e-210       1.359531074950e+04       2.725500255326e+00       2.037814619322e-09       2.717086277465e-09       2.324804738398e+03 
