# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       2.004535261028e-04       4.987687500000e+03       8.091163614168e+01       1.081929984187e+00       1.047890177000e+01      2.614821796831e-211      2.740046075504e-210       1.359666668589e+04       2.725500259922e+00       2.038018211165e-09       2.717357734401e-09       2.325354828023e+03 
       2.004335377421e-04       4.988185000000e+03       8.090449325439e+01       1.081930356513e+00       1.048099551120e+01      2.426230592276e-211      2.542931194679e-210       1.359802262227e+04       2.725500260818e+00       2.038221804571e-09       2.717629192500e-09       2.325904983844e+03 
       2.004135533674e-04       4.988682500000e+03       8.089735164681e+01       1.081930730432e+00       1.048308947771e+01      2.251237853241e-211      2.359992785112e-210       1.359937855865e+04       2.725500262505e+00       2.038425399548e-09       2.717900652890e-09       2.326455205862e+03 
       2.003935729773e-04       4.989180000000e+03       8.089021131859e+01       1.081931105951e+00       1.048518366958e+01      2.088863306084e-211      2.190211542494e-210       1.360073449503e+04       2.725500264953e+00       2.038628996102e-09       2.718172115572e-09       2.327005494079e+03 
       2.003735965708e-04       4.989677500000e+03       8.088307226938e+01       1.081931483075e+00       1.048727808691e+01      1.938197324129e-211      2.032641432544e-210       1.360209043141e+04       2.725500263599e+00       2.038832594239e-09       2.718443579417e-09       2.327555848497e+03 
       2.003536241466e-04       4.990175000000e+03       8.087593449884e+01       1.081931861812e+00       1.048937272975e+01      1.798395837537e-211      1.886404425555e-210       1.360344636779e+04       2.725500267469e+00       2.039036193967e-09       2.718715046686e-09       2.328106269117e+03 
       2.003336557036e-04       4.990672500000e+03       8.086879800660e+01       1.081932242167e+00       1.049146759818e+01      1.668675609844e-211      1.750685609255e-210       1.360480230417e+04       2.725500267472e+00       2.039239795291e-09       2.718986515119e-09       2.328656755940e+03 
       2.003136912405e-04       4.991170000000e+03       8.086166279234e+01       1.081932624147e+00       1.049356269227e+01      1.548309854735e-211      1.624728652773e-210       1.360615824056e+04       2.725500268105e+00       2.039443398219e-09       2.719257985847e-09       2.329207308969e+03 
       2.002937307562e-04       4.991667500000e+03       8.085452885569e+01       1.081933007759e+00       1.049565801210e+01      1.436624168553e-211      1.507831596505e-210       1.360751417694e+04       2.725500269334e+00       2.039647002756e-09       2.719529458870e-09       2.329757928204e+03 
       2.002737742494e-04       4.992165000000e+03       8.084739619632e+01       1.081933393010e+00       1.049775355775e+01      1.332992755814e-211      1.399342944479e-210       1.360887011332e+04       2.725500271127e+00       2.039850608910e-09       2.719800934190e-09       2.330308613648e+03 
       2.002538217190e-04       4.992662500000e+03       8.084026481387e+01       1.081933779906e+00       1.049984932927e+01      1.236834926638e-211      1.298658037488e-210       1.361022604970e+04       2.725500273452e+00       2.040054216688e-09       2.720072411807e-09       2.330859365301e+03 
       2.002338731639e-04       4.993160000000e+03       8.083313470800e+01       1.081934168454e+00       1.050194532676e+01      1.147611846496e-211      1.205215686825e-210       1.361158198608e+04       2.725500276275e+00       2.040257826096e-09       2.720343891722e-09       2.331410183166e+03 
       2.002139285827e-04       4.993657500000e+03       8.082600587835e+01       1.081934558660e+00       1.050404155029e+01      1.064823520104e-211      1.118495049890e-210       1.361293792246e+04       2.725500279565e+00       2.040461437141e-09       2.720615373937e-09       2.331961067244e+03 
       2.001939879743e-04       4.994155000000e+03       8.081887832460e+01       1.081934950532e+00       1.050613799992e+01      9.880059926062e-212      1.038012730307e-210       1.361429385884e+04       2.725500278755e+00       2.040665049829e-09       2.720886857320e-09       2.332512017536e+03 
       2.001740513376e-04       4.994652500000e+03       8.081175204637e+01       1.081935344075e+00       1.050823467574e+01      9.167287523905e-212      9.633200864117e-211       1.361564979522e+04       2.725500282879e+00       2.040868664168e-09       2.721158344135e-09       2.333063034044e+03 
       2.001541186714e-04       4.995150000000e+03       8.080462704334e+01       1.081935739297e+00       1.051033157782e+01      8.505923210259e-212      8.940007331528e-211       1.361700573161e+04       2.725500282838e+00       2.041072280165e-09       2.721429832121e-09       2.333614116770e+03 
       2.001341899744e-04       4.995647500000e+03       8.079750331515e+01       1.081936136204e+00       1.051242870623e+01      7.892260168182e-212      8.296682234906e-211       1.361836166799e+04       2.725500283131e+00       2.041275897826e-09       2.721701322409e-09       2.334165265715e+03 
       2.001142652455e-04       4.996145000000e+03       8.079038086146e+01       1.081936534804e+00       1.051452606106e+01      7.322858795048e-212      7.699638964201e-211       1.361971760437e+04       2.725500288260e+00       2.041479517158e-09       2.721972816133e-09       2.334716480881e+03 
       2.000943444834e-04       4.996642500000e+03       8.078325968191e+01       1.081936935103e+00       1.051662364238e+01      6.794527444739e-212      7.145548796415e-211       1.362107354075e+04       2.725500289124e+00       2.041683138168e-09       2.722244311030e-09       2.335267762269e+03 
       2.000744276871e-04       4.997140000000e+03       8.077613977617e+01       1.081937337108e+00       1.051872145027e+01      6.304304557352e-212      6.631322357643e-211       1.362242947713e+04       2.725500290223e+00       2.041886760864e-09       2.722515808232e-09       2.335819109881e+03 
       2.000545148553e-04       4.997637500000e+03       8.076902114389e+01       1.081937740826e+00       1.052081948480e+01      5.849442076509e-212      6.154092417372e-211       1.362378541351e+04       2.725500291525e+00       2.042090385251e-09       2.722787307741e-09       2.336370523719e+03 
       2.000346059868e-04       4.998135000000e+03       8.076190378472e+01       1.081938146264e+00       1.052291774605e+01      5.427390061492e-212      5.711197919278e-211       1.362514134989e+04       2.725500292998e+00       2.042294011338e-09       2.723058809558e-09       2.336922003784e+03 
       2.000147010805e-04       4.998632500000e+03       8.075478769832e+01       1.081938553429e+00       1.052501623409e+01      5.035782408156e-212      5.300169159721e-211       1.362649728627e+04       2.725500294608e+00       2.042497639131e-09       2.723330313685e-09       2.337473550078e+03 
       1.999948001352e-04       4.999130000000e+03       8.074767288434e+01       1.081938962327e+00       1.052711494902e+01      4.672423598749e-212      4.918714031455e-211       1.362785322265e+04       2.725500296322e+00       2.042701268637e-09       2.723601820122e-09       2.338025162602e+03 
       1.999749031497e-04       4.999627500000e+03       8.074055934243e+01       1.081939372966e+00       1.052921389090e+01      4.335276406454e-212      4.564705255974e-211       1.362920915904e+04       2.725500298107e+00       2.042904899863e-09       2.723873328871e-09       2.338576841358e+03 
       1.999550101227e-04       5.000125000000e+03       8.073344707225e+01       1.081939785353e+00       1.053131305982e+01      4.022450485948e-212      4.236168533513e-211       1.363056509542e+04       2.725500299930e+00       2.043108532817e-09       2.724144839932e-09       2.339128586348e+03 
       1.999351210532e-04       5.000622500000e+03       8.072633607346e+01       1.081940199495e+00       1.053341245585e+01      3.732191786146e-212      3.931271544780e-211       1.363192103180e+04       2.725500301758e+00       2.043312167505e-09       2.724416353308e-09       2.339680397573e+03 
       1.999152359400e-04       5.001120000000e+03       8.071922634570e+01       1.081940615399e+00       1.053551207907e+01      3.462872725877e-212      3.648313743176e-211       1.363327696818e+04       2.725500303558e+00       2.043515803935e-09       2.724687868999e-09       2.340232275035e+03 
       1.998953547818e-04       5.001617500000e+03       8.071211788864e+01       1.081941033072e+00       1.053761192956e+01      3.212983077532e-212      3.385716880729e-211       1.363463290456e+04       2.725500305296e+00       2.043719442115e-09       2.724959387007e-09       2.340784218735e+03 
       1.998754775775e-04       5.002115000000e+03       8.070501070193e+01       1.081941452521e+00       1.053971200741e+01      2.981121507682e-212      3.142016215007e-211       1.363598884094e+04       2.725500306940e+00       2.043923082050e-09       2.725230907333e-09       2.341336228676e+03 
       1.998556043259e-04       5.002612500000e+03       8.069790478522e+01       1.081941873753e+00       1.054181231269e+01      2.765987727334e-212      2.915852348076e-211       1.363734477732e+04       2.725500308456e+00       2.044126723749e-09       2.725502429978e-09       2.341888304858e+03 
       1.998357350258e-04       5.003110000000e+03       8.069080013817e+01       1.081942296776e+00       1.054391284548e+01      2.566375207903e-212      2.705963652095e-211       1.363870071370e+04       2.725500309812e+00       2.044330367219e-09       2.725773954945e-09       2.342440447283e+03 
       1.998158696761e-04       5.003607500000e+03       8.068369676043e+01       1.081942721597e+00       1.054601360587e+01      2.381164422116e-212      2.511179239345e-211       1.364005665008e+04       2.725500310973e+00       2.044534012467e-09       2.726045482233e-09       2.342992655954e+03 
       1.997960082756e-04       5.004105000000e+03       8.067659465167e+01       1.081943148222e+00       1.054811459394e+01      2.209316572044e-212      2.330412437620e-211       1.364141258646e+04       2.725500311906e+00       2.044737659500e-09       2.726317011846e-09       2.343544930871e+03 
       1.997761508230e-04       5.004602500000e+03       8.066949381153e+01       1.081943576660e+00       1.055021580976e+01      2.049867769190e-212      2.162654734642e-211       1.364276852284e+04       2.725500312577e+00       2.044941308326e-09       2.726588543783e-09       2.344097272036e+03 
       1.997562973173e-04       5.005100000000e+03       8.066239423967e+01       1.081944006918e+00       1.055231725342e+01      1.901923634025e-212      2.006970157801e-211       1.364412445922e+04       2.725500312954e+00       2.045144958953e-09       2.726860078048e-09       2.344649679451e+03 
       1.997364477572e-04       5.005597500000e+03       8.065529593576e+01       1.081944439002e+00       1.055441892500e+01      1.764654284764e-212      1.862490057920e-211       1.364548039560e+04       2.725500317549e+00       2.045348611387e-09       2.727131615777e-09       2.345202153118e+03 
       1.997166021416e-04       5.006095000000e+03       8.064819889943e+01       1.081944872920e+00       1.055652082459e+01      1.637289687328e-212      1.728408268016e-211       1.364683633198e+04       2.725500317237e+00       2.045552265637e-09       2.727403154700e-09       2.345754693038e+03 
