#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       3.179533152233e+02       1.087092007764e-03      -8.302029880379e-03      -3.600252057046e-05      -6.842920811389e-05      -7.031479895916e-06      -3.305938886130e-07      -3.536754096243e-06      -1.348331815212e+00       4.684119366676e-02       1.752250567027e-03       1.752248919304e-03      -9.477563096324e+01       3.117980264024e-01      -6.625719033342e-03      -3.093988436412e-01      -7.068852850169e-05       3.264827371635e-01 
       3.180348605380e+02       1.087473989618e-03      -8.298651751555e-03      -3.592001693159e-05      -6.851539255296e-05      -7.034220734665e-06      -3.293069258216e-07      -3.538048860855e-06      -1.352155895063e+00       4.693933522427e-02       1.752117010911e-03       1.752115961996e-03      -9.480105838873e+01       3.118313434744e-01      -6.912539288448e-03      -3.095294284485e-01      -9.451002002490e-06       3.264136669258e-01 
       3.181164058527e+02       1.087856024496e-03      -8.295282353397e-03      -3.583767397464e-05      -6.860140715044e-05      -7.036949274643e-06      -3.280254746764e-07      -3.539335183991e-06      -1.355987980017e+00       4.703753307043e-02       1.751983517424e-03       1.751983062965e-03      -9.482648853092e+01       3.118646612368e-01      -7.188345987401e-03      -3.096706565872e-01       5.142578084841e-05       3.263517062039e-01 
       3.181979511674e+02       1.088238112399e-03      -8.291921686163e-03      -3.575515055088e-05      -6.868725937441e-05      -7.039664927733e-06      -3.267496435070e-07      -3.540612922338e-06      -1.359828074645e+00       4.713578598425e-02       1.751850086342e-03       1.751850219414e-03      -9.485192138988e+01       3.118979796881e-01      -7.452011718866e-03      -3.098222544863e-01       1.116772337576e-04       3.262961483455e-01 
       3.183117994625e+02       1.088771647513e-03      -8.287244380523e-03      -3.563982089394e-05      -6.880685374752e-05      -7.043435857504e-06      -3.249780164978e-07      -3.542382628069e-06      -1.365202772465e+00       4.727305232278e-02       1.751663902698e-03       1.751664839513e-03      -9.488743364725e+01       3.119444979055e-01      -7.797749059008e-03      -3.100506412152e-01       1.942413482663e-04       3.262282002524e-01 
       3.184256477576e+02       1.089305285982e-03      -8.282584159421e-03      -3.552520890182e-05      -6.892614385878e-05      -7.047187986463e-06      -3.232178912232e-07      -3.544136764962e-06      -1.370593103696e+00       4.741042726038e-02       1.751477840585e-03       1.751479555404e-03      -9.492295120043e+01       3.119910174602e-01      -8.114831487314e-03      -3.102976084606e-01       2.743235323784e-04       3.261703200241e-01 
       3.185394960527e+02       1.089839027808e-03      -8.277940961689e-03      -3.541129512147e-05      -6.904516049202e-05      -7.050918612113e-06      -3.214696790727e-07      -3.545874752862e-06      -1.375999080630e+00       4.754790986133e-02       1.751291900516e-03       1.751294360442e-03      -9.495847404959e+01       3.120375383494e-01      -8.400562340432e-03      -3.105619874661e-01       3.511811561902e-04       3.261215170953e-01 
       3.186533443478e+02       1.090372872991e-03      -8.273314740988e-03      -3.529705559308e-05      -6.916393403616e-05      -7.054620023285e-06      -3.197337280005e-07      -3.547595026434e-06      -1.381420715426e+00       4.768549657746e-02       1.751106083416e-03       1.751109248459e-03      -9.499400219490e+01       3.120840605693e-01      -8.652432038302e-03      -3.108424520933e-01       4.240755351829e-04       3.260810350007e-01 
       3.187671926429e+02       1.090906821530e-03      -8.268705563554e-03      -3.518219292303e-05      -6.928246292293e-05      -7.058293723168e-06      -3.180102503007e-07      -3.549297877169e-06      -1.386858019914e+00       4.782318576835e-02       1.750920390603e-03       1.750924213820e-03      -9.502953563653e+01       3.121305841170e-01      -8.868141172826e-03      -3.111375253303e-01       4.922797313577e-04       3.260483088678e-01 
       3.188810409380e+02       1.091440873426e-03      -8.264113494271e-03      -3.506790172858e-05      -6.940073773530e-05      -7.061949248505e-06      -3.162995118570e-07      -3.550985214436e-06      -1.392311005825e+00       4.796097968874e-02       1.750734823760e-03       1.750739251480e-03      -9.506507437464e+01       3.121771089900e-01      -9.045622507965e-03      -3.114455872664e-01       5.550865942604e-04       3.260229355007e-01 
       3.189948892331e+02       1.091975028679e-03      -8.259538462087e-03      -3.495470970755e-05      -6.951878410136e-05      -7.065584511759e-06      -3.146019475827e-07      -3.552656638366e-06      -1.397779685051e+00       4.809887885285e-02       1.750549384909e-03       1.750554357025e-03      -9.510061840940e+01       3.122236351859e-01      -9.183061679386e-03      -3.117648845839e-01       6.118169788975e-04       3.260046529449e-01 
       3.191087375282e+02       1.092509287289e-03      -8.254980328372e-03      -3.484196488995e-05      -6.963664278819e-05      -7.069192748916e-06      -3.129179656366e-07      -3.554310835038e-06      -1.403264069509e+00       4.823688070993e-02       1.750364076375e-03       1.750369526723e-03      -9.513616774098e+01       3.122701627024e-01      -9.278916359762e-03      -3.120935415805e-01       6.618280547573e-04       3.259933275428e-01 
       3.192225858233e+02       1.093043649257e-03      -8.250439054686e-03      -3.472881884797e-05      -6.975432957766e-05      -7.072770818890e-06      -3.112477974979e-07      -3.555947235586e-06      -1.408764170819e+00       4.837498221475e-02       1.750178900746e-03       1.750184757560e-03      -9.517172236952e+01       3.123166915370e-01      -9.331933659812e-03      -3.124295726645e-01       7.045215912274e-04       3.259889472725e-01 
       3.193373768891e+02       1.093582540889e-03      -8.245877305412e-03      -3.461469646165e-05      -6.987280515322e-05      -7.076351647060e-06      -3.095779465528e-07      -3.557579977711e-06      -1.414325742242e+00       4.851432834413e-02       1.749992329101e-03       1.749998517942e-03      -9.520757678685e+01       3.123636070068e-01      -9.341057211859e-03      -3.127737388286e-01       7.396062996169e-04       3.259916729096e-01 
       3.194521679549e+02       1.094121537597e-03      -8.241332743884e-03      -3.450161129109e-05      -6.999109332857e-05      -7.079911018716e-06      -3.079225670256e-07      -3.559196632360e-06      -1.419903315057e+00       4.865377787529e-02       1.749805898490e-03       1.749812336674e-03      -9.524343658956e+01       3.124105238140e-01      -9.305023313083e-03      -3.131210685421e-01       7.662005650198e-04       3.260018100733e-01 
       3.195669590207e+02       1.094660639383e-03      -8.236805219158e-03      -3.438954481827e-05      -7.010922702113e-05      -7.083444495141e-06      -3.062820236363e-07      -3.560796418996e-06      -1.425496901080e+00       4.879332992287e-02       1.749619612115e-03       1.749626213081e-03      -9.527930177780e+01       3.124574419574e-01      -9.223527734946e-03      -3.134692785211e-01       7.838781250483e-04       3.260197395224e-01 
       3.196817500865e+02       1.095199846247e-03      -8.232294617830e-03      -3.427714172560e-05      -7.022723271837e-05      -7.086943169147e-06      -3.046565488274e-07      -3.562377686385e-06      -1.431106511945e+00       4.893298013185e-02       1.749433473262e-03       1.749440147340e-03      -9.531517235173e+01       3.125043614362e-01      -9.096614974037e-03      -3.138160373078e-01       7.922905049578e-04       3.260460007760e-01 
       3.197965411523e+02       1.095739158188e-03      -8.227801008174e-03      -3.416375131465e-05      -7.034508796075e-05      -7.090410206196e-06      -3.030461856915e-07      -3.563941214698e-06      -1.436732158829e+00       4.907272599805e-02       1.749247485253e-03       1.749254140492e-03      -9.535104831149e+01       3.125512822501e-01      -8.924684063679e-03      -3.141589845324e-01       7.911737137146e-04       3.260813193984e-01 
       3.199113322181e+02       1.096278575207e-03      -8.223324491176e-03      -3.405067893597e-05      -7.046275490679e-05      -7.093857164220e-06      -3.014510733471e-07      -3.565489473446e-06      -1.442373852744e+00       4.921257011697e-02       1.749061651399e-03       1.749068194444e-03      -9.538692965724e+01       3.125982043997e-01      -8.708491413117e-03      -3.144957510224e-01       7.803542045171e-04       3.261266460266e-01 
       3.200261232838e+02       1.096818097305e-03      -8.218864958368e-03      -3.393933382534e-05      -7.058024659317e-05      -7.097282380816e-06      -2.998715883173e-07      -3.567022305121e-06      -1.448031605010e+00       4.935251534771e-02       1.748875974949e-03       1.748882311966e-03      -9.542281638912e+01       3.126451278858e-01      -8.449150555487e-03      -3.148239795806e-01       7.597539944254e-04       3.261832113618e-01 
       3.201189982653e+02       1.097254689927e-03      -8.215269089376e-03      -3.384973577075e-05      -7.067521537735e-05      -7.100027677214e-06      -2.986053130780e-07      -3.568249321424e-06      -1.452620930736e+00       4.946581344398e-02       1.748725865480e-03       1.748731967432e-03      -9.545185551363e+01       3.126830936474e-01      -8.208739962622e-03      -3.150816996336e-01       7.359405003431e-04       3.262382761743e-01 
       3.202118732467e+02       1.097691351334e-03      -8.211684148410e-03      -3.375918492071e-05      -7.077010091120e-05      -7.102747112008e-06      -2.973494029173e-07      -3.569464162976e-06      -1.457220781742e+00       4.957917135191e-02       1.748575862699e-03       1.748581669185e-03      -9.548089816410e+01       3.127210602848e-01      -7.941981998627e-03      -3.153311028015e-01       7.057975487661e-04       3.263027873337e-01 
       3.203047482281e+02       1.098128081526e-03      -8.208110240729e-03      -3.366803900789e-05      -7.086486791614e-05      -7.105447367053e-06      -2.961037774369e-07      -3.570668285406e-06      -1.461831163561e+00       4.969258959378e-02       1.748425968116e-03       1.748431419892e-03      -9.550994434062e+01       3.127590277989e-01      -7.649965740677e-03      -3.155710145056e-01       6.694306955309e-04       3.263780548755e-01 
       3.203976232095e+02       1.098564880504e-03      -8.204547391767e-03      -3.357781487062e-05      -7.095949864905e-05      -7.108132459914e-06      -2.948685155788e-07      -3.571862613287e-06      -1.466452081838e+00       4.980607170779e-02       1.748276183144e-03       1.748281222551e-03      -9.553899404325e+01       3.127969961910e-01      -7.333921554904e-03      -3.158002985782e-01       6.269908164370e-04       3.264657114016e-01 
       3.204904981909e+02       1.099001748268e-03      -8.200995463661e-03      -3.348876234577e-05      -7.105401626672e-05      -7.110795518079e-06      -2.936437456496e-07      -3.573045902054e-06      -1.471083542498e+00       4.991961792091e-02       1.748126509095e-03       1.748131080490e-03      -9.556804727208e+01       3.128349654623e-01      -6.995215933749e-03      -3.160178646533e-01       5.786741971464e-04       3.265678100507e-01 
       3.205833731723e+02       1.099438684818e-03      -8.197454329781e-03      -3.339934181873e-05      -7.114844116363e-05      -7.113429138964e-06      -2.924294173149e-07      -3.574216811320e-06      -1.475725551397e+00       5.003322380221e-02       1.747976947156e-03       1.747980997339e-03      -9.559710402716e+01       3.128729356138e-01      -6.635345365381e-03      -3.162226754344e-01       5.247222538000e-04       3.266869618309e-01 
       3.206762481537e+02       1.099875690154e-03      -8.193924042260e-03      -3.330863887074e-05      -7.124274683268e-05      -7.116038444074e-06      -2.912253426251e-07      -3.575376508288e-06      -1.480378114004e+00       5.014688656111e-02       1.747827498390e-03       1.747830977018e-03      -9.562616430857e+01       3.129109066464e-01      -6.255929376923e-03      -3.164137537547e-01       4.654209099517e-04       3.268265318441e-01 
       3.208017835691e+02       1.100466482195e-03      -8.189169696779e-03      -3.318533419983e-05      -7.136996785220e-05      -7.119531297088e-06      -2.896140037203e-07      -3.576927378323e-06      -1.486683580411e+00       5.030061313282e-02       1.747625675924e-03       1.747628307859e-03      -9.566544953877e+01       3.129622319833e-01      -5.715120869428e-03      -3.166485964143e-01       3.773552258088e-04       3.270556755017e-01 
       3.209273189844e+02       1.101057399907e-03      -8.184435426734e-03      -3.306355128069e-05      -7.149685686673e-05      -7.122989260078e-06      -2.880212226859e-07      -3.578460288346e-06      -1.493008351408e+00       5.045445190810e-02       1.747424063743e-03       1.747425772231e-03      -9.570474121181e+01       3.130135589376e-01      -5.146375045605e-03      -3.168546648540e-01       2.810586994609e-04       3.273458355028e-01 
